puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
0400803,0400803,AZ,Pinal County (North)--Apache Junction City,Pinal County (North)--Apache Junction City,147552,0.9999,0.9998
0400803,0400805,AZ,Pinal County (North)--Apache Junction City,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",2,0,0
0400805,0400803,AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",Pinal County (North)--Apache Junction City,10,0.0001,0.0001
0400805,0400805,AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",112949,0.9078,0.9257
0400805,0401902,AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",Tucson City (West) & Marana Town,4,0,0
0400805,0401903,AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",Pima County (North Central)--Oro Valley Town,11456,0.0921,0.0976
0400807,0400807,AZ,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",144175,1,0.9999
0400807,0401902,AZ,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",Tucson City (West) & Marana Town,2,0,0
0400900,0400900,AZ,Cochise & Santa Cruz Counties--Sierra Vista City,Cochise & Santa Cruz Counties--Sierra Vista City,173107,1,0.9996
0500100,0500101,AR,Benton County,Benton County (Outer),169663,0.5996,0.992
0500100,0500102,AR,Benton County,Benton County (Central)--Bentonville & Rogers Cities,113296,0.4004,1
0500100,0500201,AR,Benton County,Washington County (Outer)--Springdale City,13,0,0.0001
0500200,0500101,AR,Washington County,Benton County (Outer),1321,0.0053,0.0077
0500200,0500201,AR,Washington County,Washington County (Outer)--Springdale City,139995,0.5661,0.9997
0500200,0500202,AR,Washington County,Washington County (Central)--Fayetteville City,105850,0.428,1
0500200,0500300,AR,Washington County,"Baxter, Boone & Carroll Counties",61,0.0002,0.0004
0500200,0501100,AR,Washington County,"Sebastian, Crawford & Franklin Counties",74,0.0003,0.0004
0500300,0500101,AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",Benton County (Outer),40,0.0003,0.0002
0500300,0500201,AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",Washington County (Outer)--Springdale City,26,0.0002,0.0002
0500300,0500300,AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties","Baxter, Boone & Carroll Counties",155079,0.9972,0.998
0500300,0500400,AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties","Independence, Cleburne & Van Buren Counties",93,0.0006,0.0008
0500300,0502800,AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",502800,278,0.0018,1
0500400,0500300,AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties","Baxter, Boone & Carroll Counties",228,0.0017,0.0015
0500400,0500400,AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties","Independence, Cleburne & Van Buren Counties",116147,0.8686,0.9973
0500400,0500500,AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",Northeast Arkansas,17318,0.1295,0.1541
0500400,0500900,AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",Faulkner & Lonoke Counties,30,0.0002,0.0002
0500500,0500500,AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",Northeast Arkansas,95028,0.4835,0.8459
0500500,0500700,AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",Craighead & Poinsett Counties,101510,0.5165,0.7564
0500500,0500800,AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties","White, Lonoke & Woodruff Counties",1,0,0
0500600,0500600,AR,"Crittenden, Mississippi & Craighead (East) Counties",East Arkansas,88845,0.9014,0.5771
0500600,0500700,AR,"Crittenden, Mississippi & Craighead (East) Counties",Craighead & Poinsett Counties,9721,0.0986,0.0724
0500700,0500600,AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",East Arkansas,65094,0.6863,0.4229
0500700,0500700,AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",Craighead & Poinsett Counties,22965,0.2421,0.1711
0500700,0500800,AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties","White, Lonoke & Woodruff Counties",6776,0.0714,0.059
0500700,0501600,AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",Southeast Arkansas,10,0.0001,0.0001
0500800,0500400,AR,"White, Jackson, Prairie & Woodruff Counties","Independence, Cleburne & Van Buren Counties",216,0.002,0.0019
0500800,0500800,AR,"White, Jackson, Prairie & Woodruff Counties","White, Lonoke & Woodruff Counties",108002,0.9957,0.9397
0500800,0500900,AR,"White, Jackson, Prairie & Woodruff Counties",Faulkner & Lonoke Counties,248,0.0023,0.0013
0500900,0500900,AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",Faulkner & Lonoke Counties,488,0.0023,0.0025
0500900,0501400,AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities","Saline, Grant & Perry Counties",476,0.0023,0.0031
0500900,0501501,AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",199918,0.9483,0.9978
0500900,0501502,AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",Pulaski County (Central)--Little Rock City,9946,0.0472,0.05
0501000,0501400,AR,Pulaski County (Central)--Little Rock City,"Saline, Grant & Perry Counties",335,0.0018,0.0022
0501000,0501501,AR,Pulaski County (Central)--Little Rock City,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",50,0.0003,0.0002
0501000,0501502,AR,Pulaski County (Central)--Little Rock City,Pulaski County (Central)--Little Rock City,188818,0.998,0.95
0501100,0500800,AR,Faulkner & Lonoke Counties,"White, Lonoke & Woodruff Counties",148,0.0008,0.0013
0501100,0500900,AR,Faulkner & Lonoke Counties,Faulkner & Lonoke Counties,196747,0.9985,0.9961
0501100,0501501,AR,Faulkner & Lonoke Counties,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",133,0.0007,0.0007
0501100,0501600,AR,Faulkner & Lonoke Counties,Southeast Arkansas,5,0,0
0501200,0501300,AR,Saline County,West Central Arkansas,485,0.004,0.0028
0501200,0501400,AR,Saline County,"Saline, Grant & Perry Counties",121545,0.9939,0.803
0501200,0501501,AR,Saline County,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",260,0.0021,0.0013
0501300,0500300,AR,"Pope, Johnson, Yell, Conway & Perry Counties","Baxter, Boone & Carroll Counties",14,0.0001,0.0001
0501300,0501000,AR,"Pope, Johnson, Yell, Conway & Perry Counties","Pope, Johnson & Conway Counties",130083,0.9283,0.9991
0501300,0501100,AR,"Pope, Johnson, Yell, Conway & Perry Counties","Sebastian, Crawford & Franklin Counties",31,0.0002,0.0002
0501300,0501400,AR,"Pope, Johnson, Yell, Conway & Perry Counties","Saline, Grant & Perry Counties",9996,0.0713,0.066
0501400,0501100,AR,Sebastian & Crawford Counties,"Sebastian, Crawford & Franklin Counties",187731,0.9992,0.916
0501400,0501200,AR,Sebastian & Crawford Counties,West Arkansas,144,0.0008,0.0011
0501500,0501000,AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties","Pope, Johnson & Conway Counties",120,0.0013,0.0009
0501500,0501100,AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties","Sebastian, Crawford & Franklin Counties",17121,0.1786,0.0835
0501500,0501200,AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",West Arkansas,78536,0.8191,0.5886
0501500,0501300,AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",West Central Arkansas,89,0.0009,0.0005
0501500,0501700,AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",Southwest Arkansas,12,0.0001,0.0001
0501600,0501200,AR,"Garland, Hot Spring, Clark & Montgomery Counties",West Arkansas,38,0.0002,0.0003
0501600,0501300,AR,"Garland, Hot Spring, Clark & Montgomery Counties",West Central Arkansas,162676,0.9941,0.9386
0501600,0501400,AR,"Garland, Hot Spring, Clark & Montgomery Counties","Saline, Grant & Perry Counties",926,0.0057,0.0061
0501600,0501700,AR,"Garland, Hot Spring, Clark & Montgomery Counties",Southwest Arkansas,6,0,0
0501700,0500800,AR,"Jefferson, Grant & Arkansas (Northwest) Counties","White, Lonoke & Woodruff Counties",8,0.0001,0.0001
0501700,0501400,AR,"Jefferson, Grant & Arkansas (Northwest) Counties","Saline, Grant & Perry Counties",18058,0.1889,0.1193
0501700,0501600,AR,"Jefferson, Grant & Arkansas (Northwest) Counties",Southeast Arkansas,77509,0.8108,0.4469
0501700,0501700,AR,"Jefferson, Grant & Arkansas (Northwest) Counties",Southwest Arkansas,15,0.0002,0.0001
0501800,0501600,AR,Southeast Arkansas,Southeast Arkansas,95902,0.9998,0.5529
0501800,0501700,AR,Southeast Arkansas,Southwest Arkansas,15,0.0002,0.0001
0501900,0501300,AR,South Central Arkansas,West Central Arkansas,49,0.0005,0.0003
0501900,0501400,AR,South Central Arkansas,"Saline, Grant & Perry Counties",34,0.0004,0.0002
0501900,0501600,AR,South Central Arkansas,Southeast Arkansas,26,0.0003,0.0001
0501900,0501700,AR,South Central Arkansas,Southwest Arkansas,95653,0.9989,0.7335
0502000,0501200,AR,Southwest Arkansas,West Arkansas,54720,0.5502,0.4101
0502000,0501300,AR,Southwest Arkansas,West Central Arkansas,10022,0.1008,0.0578
0502000,0501700,AR,Southwest Arkansas,Southwest Arkansas,34708,0.349,0.2661
0600101,0600101,CA,Alameda County (North)--Berkeley & Albany Cities,Alameda County (North)--Berkeley & Albany Cities,141993,0.977,0.9821
0600101,0600111,CA,Alameda County (North)--Berkeley & Albany Cities,Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland),1466,0.0101,0.0138
0600101,0600112,CA,Alameda County (North)--Berkeley & Albany Cities,Alameda County (Northwest)--Oakland City (Oakland Hills),576,0.004,0.0054
0600101,0601301,CA,Alameda County (North)--Berkeley & Albany Cities,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities,708,0.0049,0.0055
0600101,0601310,CA,Alameda County (North)--Berkeley & Albany Cities,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cities P",600,0.0041,0.0043
0600102,0600101,CA,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,Alameda County (North)--Berkeley & Albany Cities,972,0.0053,0.0067
0600102,0600111,CA,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland),102850,0.5581,0.9663
0600102,0600112,CA,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,Alameda County (Northwest)--Oakland City (Oakland Hills),401,0.0022,0.0038
0600102,0600114,CA,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,"Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",13033,0.0707,0.0669
0600102,0600123,CA,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale),67042,0.3638,0.6607
0600103,0600101,CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,Alameda County (North)--Berkeley & Albany Cities,1620,0.0121,0.0112
0600103,0600111,CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland),2096,0.0157,0.0197
0600103,0600112,CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,Alameda County (Northwest)--Oakland City (Oakland Hills),103635,0.7752,0.9694
0600103,0600113,CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland),14837,0.111,0.1179
0600103,0600114,CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,"Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",11408,0.0853,0.0585
0600103,0600115,CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,Alameda County (Northwest)--Castro Valley & Ashland,70,0.0005,0.0006
0600103,0601312,CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,"Contra Costa County (West)--Walnut Creek (West), Lafayette & Orinda Cities",18,0.0001,0.0002
0600104,0600113,CA,Alameda County (North Central)--Oakland City (South Central),Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland),105397,0.7408,0.8375
0600104,0600114,CA,Alameda County (North Central)--Oakland City (South Central),"Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",2445,0.0172,0.0125
0600104,0600123,CA,Alameda County (North Central)--Oakland City (South Central),Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale),34426,0.242,0.3393
0600105,0600111,CA,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland),21,0.0001,0.0002
0600105,0600112,CA,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",Alameda County (Northwest)--Oakland City (Oakland Hills),298,0.0017,0.0028
0600105,0600113,CA,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland),5606,0.0322,0.0445
0600105,0600114,CA,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",167922,0.9656,0.8618
0600105,0600115,CA,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",Alameda County (Northwest)--Castro Valley & Ashland,32,0.0002,0.0003
0600105,0600122,CA,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",Alameda County (West)--Hayward City (West),22,0.0001,0.0002
0600106,0600112,CA,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",Alameda County (Northwest)--Oakland City (Oakland Hills),775,0.0053,0.0072
0600106,0600114,CA,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",44,0.0003,0.0002
0600106,0600115,CA,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",Alameda County (Northwest)--Castro Valley & Ashland,107594,0.7299,0.997
0600106,0600116,CA,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",Alameda County (Central)--Hayward City (East),13243,0.0898,0.1298
0600106,0600122,CA,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",Alameda County (West)--Hayward City (West),25747,0.1747,0.2567
0600107,0600116,CA,Alameda County (Central)--Hayward City,Alameda County (Central)--Hayward City (East),88681,0.5392,0.8691
0600107,0600117,CA,Alameda County (Central)--Hayward City,"Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",354,0.0022,0.0033
0600107,0600118,CA,Alameda County (Central)--Hayward City,Alameda County (South)--Fremont (Northeast) & Union City (East) Cities,886,0.0054,0.007
0600107,0600122,CA,Alameda County (Central)--Hayward City,Alameda County (West)--Hayward City (West),74541,0.4532,0.7431
0600108,0600116,CA,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",Alameda County (Central)--Hayward City (East),111,0.0008,0.0011
0600108,0600117,CA,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",105329,0.7401,0.9963
0600108,0600118,CA,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",Alameda County (South)--Fremont (Northeast) & Union City (East) Cities,35253,0.2477,0.2803
0600108,0600121,CA,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",Alameda County (South)--Fremont City (Southeast),1632,0.0115,0.0141
0600109,0600118,CA,Alameda County (South Central)--Fremont City (East),Alameda County (South)--Fremont (Northeast) & Union City (East) Cities,89201,0.4414,0.7093
0600109,0600119,CA,Alameda County (South Central)--Fremont City (East),Alameda County (Central)--Pleasanton & Dublin (West) Cities,109,0.0005,0.0009
0600109,0600121,CA,Alameda County (South Central)--Fremont City (East),Alameda County (South)--Fremont City (Southeast),112763,0.558,0.9747
0600110,0600118,CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",Alameda County (South)--Fremont (Northeast) & Union City (East) Cities,425,0.0017,0.0034
0600110,0600119,CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",Alameda County (Central)--Pleasanton & Dublin (West) Cities,126069,0.5115,0.9991
0600110,0600120,CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",Alameda County (East)--Livermore & Dublin (East) Cities,118646,0.4814,0.9999
0600110,0600121,CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",Alameda County (South)--Fremont City (Southeast),953,0.0039,0.0082
0600110,0601305,CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",Contra Costa County (South)--San Ramon City & Danville Town,341,0.0014,0.0024
0600110,0601309,CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",Contra Costa County (East)--Brentwood & Oakley Cities,29,0.0001,0.0002
0600110,0607707,CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",San Joaquin County (West)--Tracy City,19,0.0001,0.0002
0600300,0600300,CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",191932,0.9999,1
0600300,0602905,CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",11,0.0001,0.0001
0600701,0600700,CA,Butte County (Northwest)--Chico City,Butte County--Chico City,124617,1,0.5888
