geography_id,geography_desc,geography_desc_full,total_units,"Calculated percentage of units for broadband serviceable locations contained within the geography for which providers report residential fixed broadband service with Copper, Cable, Fiber to the Premises, or Licensed Fixed Wireless technology and speeds of at least 25 / 3 Mbps."
48471,Walker County,"Walker County, TX",34638,0.83969998
5037,Cross County,"Cross County, AR",9806,0.8398
21149,McLean County,"McLean County, KY",5274,0.8398
30051,Liberty County,"Liberty County, MT",1411,0.8398
6021,Glenn County,"Glenn County, CA",13828,0.83999997
20171,Scott County,"Scott County, KS",3081,0.83999997
23021,Piscataquis County,"Piscataquis County, ME",15482,0.84030002
48133,Eastland County,"Eastland County, TX",14091,0.84069997
20021,Cherokee County,"Cherokee County, KS",11404,0.84109998
48231,Hunt County,"Hunt County, TX",53072,0.84109998
48373,Polk County,"Polk County, TX",32496,0.84109998
37169,Stokes County,"Stokes County, NC",25368,0.8416
56043,Washakie County,"Washakie County, WY",4654,0.8416
37085,Harnett County,"Harnett County, NC",65074,0.84189999
33007,Coos County,"Coos County, NH",24841,0.84200001
51009,Amherst County,"Amherst County, VA",16406,0.84210002
21161,Mason County,"Mason County, KY",10213,0.84240001
48317,Martin County,"Martin County, TX",3573,0.84240001
55081,Monroe County,"Monroe County, WI",25945,0.84240001
41011,Coos County,"Coos County, OR",36599,0.84259999
4011,Greenlee County,"Greenlee County, AZ",5676,0.84280002
8121,Washington County,"Washington County, CO",4220,0.84289998
48421,Sherman County,"Sherman County, TX",1725,0.84289998
42035,Clinton County,"Clinton County, PA",21690,0.84299999
21049,Clark County,"Clark County, KY",18562,0.84310001
48353,Nolan County,"Nolan County, TX",9742,0.84310001
54031,Hardy County,"Hardy County, WV",10401,0.84320003
29161,Phelps County,"Phelps County, MO",23028,0.84350002
37157,Rockingham County,"Rockingham County, NC",52120,0.84380001
35051,Sierra County,"Sierra County, NM",9458,0.84390002
28001,Adams County,"Adams County, MS",17898,0.8441
39159,Union County,"Union County, OH",28591,0.8441
46081,Lawrence County,"Lawrence County, SD",17931,0.84469998
8045,Garfield County,"Garfield County, CO",30508,0.84490001
35035,Otero County,"Otero County, NM",39205,0.84509999
54109,Wyoming County,"Wyoming County, WV",12723,0.84509999
72081,Lares Municipio,"Lares Municipio, PR",13978,0.8452
48155,Foard County,"Foard County, TX",1164,0.84619999
36009,Cattaraugus County,"Cattaraugus County, NY",46541,0.84719998
28013,Calhoun County,"Calhoun County, MS",8794,0.84789997
26155,Shiawassee County,"Shiawassee County, MI",36538,0.84799999
55017,Chippewa County,"Chippewa County, WI",37688,0.84810001
17177,Stephenson County,"Stephenson County, IL",26459,0.84820002
19009,Audubon County,"Audubon County, IA",4246,0.84829998
54005,Boone County,"Boone County, WV",11988,0.84899998
13119,Franklin County,"Franklin County, GA",13600,0.84909999
48501,Yoakum County,"Yoakum County, TX",4198,0.84990001
51830,Williamsburg city,"Williamsburg city, VA",6776,0.85009998
2195,Petersburg Borough,"Petersburg Borough, AK",2217,0.8502
31173,Thurston County,"Thurston County, NE",3431,0.8502
48307,McCulloch County,"McCulloch County, TX",6648,0.85030001
18159,Tipton County,"Tipton County, IN",8572,0.8506
42109,Snyder County,"Snyder County, PA",19389,0.85079998
53007,Chelan County,"Chelan County, WA",43597,0.85079998
31033,Cheyenne County,"Cheyenne County, NE",6475,0.85100001
49051,Wasatch County,"Wasatch County, UT",17687,0.85110003
13185,Lowndes County,"Lowndes County, GA",56902,0.85149997
45031,Darlington County,"Darlington County, SC",40023,0.85149997
20197,Wabaunsee County,"Wabaunsee County, KS",4315,0.85170001
1103,Morgan County,"Morgan County, AL",63773,0.85210001
13183,Long County,"Long County, GA",7685,0.85219997
21211,Shelby County,"Shelby County, KY",22310,0.85250002
42131,Wyoming County,"Wyoming County, PA",14958,0.8527
12039,Gadsden County,"Gadsden County, FL",22620,0.85299999
27025,Chisago County,"Chisago County, MN",25851,0.85299999
21089,Greenup County,"Greenup County, KY",18980,0.85320002
37127,Nash County,"Nash County, NC",52298,0.85350001
21199,Pulaski County,"Pulaski County, KY",37496,0.85390002
22077,Pointe Coupee Parish,"Pointe Coupee Parish, LA",13352,0.85390002
33009,Grafton County,"Grafton County, NH",61000,0.85390002
37155,Robeson County,"Robeson County, NC",67448,0.85399997
5011,Bradley County,"Bradley County, AR",7007,0.85409999
1113,Russell County,"Russell County, AL",31558,0.85420001
19043,Clayton County,"Clayton County, IA",12159,0.85420001
17055,Franklin County,"Franklin County, IL",23130,0.85430002
50023,Washington County,"Washington County, VT",35568,0.85439998
18051,Gibson County,"Gibson County, IN",17680,0.8545
26047,Emmet County,"Emmet County, MI",26925,0.85479999
27021,Cass County,"Cass County, MN",29406,0.8549
42117,Tioga County,"Tioga County, PA",26377,0.85500002
48277,Lamar County,"Lamar County, TX",32785,0.85509998
26009,Antrim County,"Antrim County, MI",20678,0.85530001
29089,Howard County,"Howard County, MO",5437,0.85530001
20085,Jackson County,"Jackson County, KS",7312,0.85540003
17123,Marshall County,"Marshall County, IL",7712,0.85549998
19131,Mitchell County,"Mitchell County, IA",6784,0.85549998
72043,Coamo Municipio,"Coamo Municipio, PR",17260,0.8556
5007,Benton County,"Benton County, AR",135796,0.85570002
55095,Polk County,"Polk County, WI",29172,0.85570002
37093,Hoke County,"Hoke County, NC",24100,0.85589999
39013,Belmont County,"Belmont County, OH",37586,0.85680002
20059,Franklin County,"Franklin County, KS",13607,0.85689998
8039,Elbert County,"Elbert County, CO",12326,0.85729998
27077,Lake of the Woods County,"Lake of the Woods County, MN",4461,0.8574
6017,El Dorado County,"El Dorado County, CA",110722,0.85750002
31005,Arthur County,"Arthur County, NE",372,0.85750002
48227,Howard County,"Howard County, TX",17291,0.85750002
20109,Logan County,"Logan County, KS",1988,0.85759997
49039,Sanpete County,"Sanpete County, UT",13596,0.85790002
40121,Pittsburg County,"Pittsburg County, OK",28413,0.8581
36031,Essex County,"Essex County, NY",29144,0.85829997
48037,Bowie County,"Bowie County, TX",51643,0.85829997
72125,San GermÃ¡n Municipio,"San GermÃ¡n Municipio, PR",16801,0.85829997
6015,Del Norte County,"Del Norte County, CA",12946,0.8585
1017,Chambers County,"Chambers County, AL",19514,0.85860002
35037,Quay County,"Quay County, NM",7923,0.85890001
17021,Christian County,"Christian County, IL",18833,0.85900003
8023,Costilla County,"Costilla County, CO",3470,0.85909998
27111,Otter Tail County,"Otter Tail County, MN",44351,0.85909998
42083,McKean County,"McKean County, PA",23701,0.85939997
26111,Midland County,"Midland County, MI",42507,0.85949999
40035,Craig County,"Craig County, OK",8543,0.85949999
54047,McDowell County,"McDowell County, WV",13712,0.85949999
48429,Stephens County,"Stephens County, TX",6486,0.86000001
28043,Grenada County,"Grenada County, MS",12846,0.86009997
40095,Marshall County,"Marshall County, OK",12434,0.86009997
48465,Val Verde County,"Val Verde County, TX",22989,0.86009997
27127,Redwood County,"Redwood County, MN",9953,0.8603
72153,Yauco Municipio,"Yauco Municipio, PR",17805,0.86040002
13161,Jeff Davis County,"Jeff Davis County, GA",7467,0.86070001
17129,Menard County,"Menard County, IL",8117,0.86089998
21009,Barren County,"Barren County, KY",24120,0.86089998
41007,Clatsop County,"Clatsop County, OR",26732,0.86119998
13241,Rabun County,"Rabun County, GA",14041,0.86150002
20147,Phillips County,"Phillips County, KS",4030,0.86150002
51089,Henry County,"Henry County, VA",31257,0.86150002
54081,Raleigh County,"Raleigh County, WV",42658,0.86159998
37045,Cleveland County,"Cleveland County, NC",50882,0.86220002
48169,Garza County,"Garza County, TX",3213,0.8624
17133,Monroe County,"Monroe County, IL",17395,0.86250001
30013,Cascade County,"Cascade County, MT",45780,0.86250001
31151,Saline County,"Saline County, NE",7699,0.86269999
31141,Platte County,"Platte County, NE",17780,0.8628
17117,Macoupin County,"Macoupin County, IL",28170,0.86290002
72011,AÃ±asco Municipio,"AÃ±asco Municipio, PR",12880,0.86290002
20043,Doniphan County,"Doniphan County, KS",4575,0.86299998
26023,Branch County,"Branch County, MI",26161,0.86299998
19005,Allamakee County,"Allamakee County, IA",9894,0.86309999
22101,St. Mary Parish,"St. Mary Parish, LA",29335,0.86320001
47057,Grainger County,"Grainger County, TN",14210,0.86320001
13299,Ware County,"Ware County, GA",19097,0.86330003
37175,Transylvania County,"Transylvania County, NC",22712,0.8635
51003,Albemarle County,"Albemarle County, VA",53602,0.86409998
29115,Linn County,"Linn County, MO",7901,0.86440003
30045,Judith Basin County,"Judith Basin County, MT",2013,0.86440003
29213,Taney County,"Taney County, MO",35402,0.86449999
53045,Mason County,"Mason County, WA",37248,0.8646
55027,Dodge County,"Dodge County, WI",45836,0.8646
8105,Rio Grande County,"Rio Grande County, CO",8414,0.86470002
55057,Juneau County,"Juneau County, WI",19468,0.86510003
53049,Pacific County,"Pacific County, WA",18401,0.86519998
17159,Richland County,"Richland County, IL",9658,0.8653
19015,Boone County,"Boone County, IA",14462,0.8653
1121,Talladega County,"Talladega County, AL",44654,0.86549997
16051,Jefferson County,"Jefferson County, ID",12988,0.86559999
45021,Cherokee County,"Cherokee County, SC",28889,0.86559999
50017,Orange County,"Orange County, VT",17070,0.86570001
72027,Camuy Municipio,"Camuy Municipio, PR",15818,0.86580002
41059,Umatilla County,"Umatilla County, OR",36452,0.86589998
45059,Laurens County,"Laurens County, SC",40574,0.86589998
23003,Aroostook County,"Aroostook County, ME",43194,0.866
46137,Ziebach County,"Ziebach County, SD",1537,0.866
72147,Vieques Municipio,"Vieques Municipio, PR",5622,0.86619997
20039,Decatur County,"Decatur County, KS",2438,0.86629999
22019,Calcasieu Parish,"Calcasieu Parish, LA",109604,0.86629999
17067,Hancock County,"Hancock County, IL",13547,0.8664
6115,Yuba County,"Yuba County, CA",33375,0.86659998
21191,Pendleton County,"Pendleton County, KY",7676,0.86659998
12083,Marion County,"Marion County, FL",203719,0.86680001
19165,Shelby County,"Shelby County, IA",7709,0.86680001
48177,Gonzales County,"Gonzales County, TX",14582,0.86680001
53057,Skagit County,"Skagit County, WA",64963,0.86680001
45037,Edgefield County,"Edgefield County, SC",15952,0.86690003
41071,Yamhill County,"Yamhill County, OR",48961,0.86699998
18143,Scott County,"Scott County, IN",12441,0.86720002
36123,Yates County,"Yates County, NY",15082,0.86720002
51187,Warren County,"Warren County, VA",19504,0.86750001
47069,Hardeman County,"Hardeman County, TN",13186,0.86769998
37049,Craven County,"Craven County, NC",53912,0.8678
41015,Curry County,"Curry County, OR",15312,0.8678
5123,St. Francis County,"St. Francis County, AR",12331,0.86790001
1101,Montgomery County,"Montgomery County, AL",134495,0.86799997
17057,Fulton County,"Fulton County, IL",21184,0.86799997
21157,Marshall County,"Marshall County, KY",22538,0.86799997
21085,Grayson County,"Grayson County, KY",18940,0.86849999
1069,Houston County,"Houston County, AL",59265,0.86870003
36057,Montgomery County,"Montgomery County, NY",26023,0.86870003
45075,Orangeburg County,"Orangeburg County, SC",51287,0.86870003
37073,Gates County,"Gates County, NC",5827,0.86919999
46027,Clay County,"Clay County, SD",7998,0.86930001
8073,Lincoln County,"Lincoln County, CO",3763,0.86949998
17047,Edwards County,"Edwards County, IL",4556,0.8696
35011,De Baca County,"De Baca County, NM",1582,0.86979997
36051,Livingston County,"Livingston County, NY",30887,0.86979997
48263,Kent County,"Kent County, TX",929,0.86979997
5071,Johnson County,"Johnson County, AR",14218,0.86989999
19177,Van Buren County,"Van Buren County, IA",5464,0.86989999
20061,Geary County,"Geary County, KS",17591,0.86989999
19111,Lee County,"Lee County, IA",19626,0.87
40039,Custer County,"Custer County, OK",16714,0.87029999
4005,Coconino County,"Coconino County, AZ",80110,0.87050003
5133,Sevier County,"Sevier County, AR",8758,0.87050003
13017,Ben Hill County,"Ben Hill County, GA",9629,0.87050003
48297,Live Oak County,"Live Oak County, TX",9264,0.87050003
49015,Emery County,"Emery County, UT",5176,0.87089998
39005,Ashland County,"Ashland County, OH",27628,0.87120003
22067,Morehouse Parish,"Morehouse Parish, LA",14390,0.87129998
72129,San Lorenzo Municipio,"San Lorenzo Municipio, PR",18466,0.8714
8067,La Plata County,"La Plata County, CO",35373,0.87169999
1083,Limestone County,"Limestone County, AL",50828,0.87190002
47177,Warren County,"Warren County, TN",21794,0.87199998
13281,Towns County,"Towns County, GA",10253,0.8721
17195,Whiteside County,"Whiteside County, IL",31858,0.8721
56029,Park County,"Park County, WY",17181,0.87220001
19065,Fayette County,"Fayette County, IA",12162,0.87230003
17173,Shelby County,"Shelby County, IL",13880,0.87239999
27107,Norman County,"Norman County, MN",4827,0.87239999
42127,Wayne County,"Wayne County, PA",37424,0.8725
29029,Camden County,"Camden County, MO",44202,0.87260002
21239,Woodford County,"Woodford County, KY",13027,0.87290001
23007,Franklin County,"Franklin County, ME",23314,0.87300003
48285,Lavaca County,"Lavaca County, TX",16318,0.87300003
48361,Orange County,"Orange County, TX",42885,0.87349999
17171,Scott County,"Scott County, IL",4031,0.87370002
55007,Bayfield County,"Bayfield County, WI",15989,0.87370002
55121,Trempealeau County,"Trempealeau County, WI",19017,0.87370002
13305,Wayne County,"Wayne County, GA",14828,0.87419999
18169,Wabash County,"Wabash County, IN",17341,0.87419999
55135,Waupaca County,"Waupaca County, WI",30991,0.87419999
16081,Teton County,"Teton County, ID",9293,0.8743
21035,Calloway County,"Calloway County, KY",22645,0.87440002
45073,Oconee County,"Oconee County, SC",48019,0.87440002
51121,Montgomery County,"Montgomery County, VA",50258,0.87440002
51099,King George County,"King George County, VA",12378,0.87449998
54107,Wood County,"Wood County, WV",47894,0.87480003
56033,Sheridan County,"Sheridan County, WY",17476,0.87489998
45033,Dillon County,"Dillon County, SC",17094,0.875
47061,Grundy County,"Grundy County, TN",7939,0.875
72111,PeÃ±uelas Municipio,"PeÃ±uelas Municipio, PR",9500,0.87510002
19157,Poweshiek County,"Poweshiek County, IA",11355,0.87540001
5065,Izard County,"Izard County, AR",9540,0.8757
29169,Pulaski County,"Pulaski County, MO",20368,0.87629998
33005,Cheshire County,"Cheshire County, NH",41218,0.87629998
40015,Caddo County,"Caddo County, OK",15783,0.87639999
17125,Mason County,"Mason County, IL",9239,0.87650001
53015,Cowlitz County,"Cowlitz County, WA",50852,0.87650001
40067,Jefferson County,"Jefferson County, OK",4144,0.87690002
18013,Brown County,"Brown County, IN",10198,0.87709999
31167,Stanton County,"Stanton County, NE",3339,0.87720001
30057,Madison County,"Madison County, MT",8700,0.87739998
36089,St. Lawrence County,"St. Lawrence County, NY",58739,0.87739998
17075,Iroquois County,"Iroquois County, IL",17107,0.8775
15001,Hawaii County,"Hawaii County, HI",102307,0.87769997
42047,Elk County,"Elk County, PA",19942,0.87769997
5087,Madison County,"Madison County, AR",10969,0.87779999
48075,Childress County,"Childress County, TX",4057,0.87800002
49023,Juab County,"Juab County, UT",4976,0.87800002
16013,Blaine County,"Blaine County, ID",18303,0.87809998
46007,Bennett County,"Bennett County, SD",1649,0.87809998
31127,Nemaha County,"Nemaha County, NE",4621,0.87840003
38049,McHenry County,"McHenry County, ND",4896,0.87849998
48011,Armstrong County,"Armstrong County, TX",1475,0.8786
4009,Graham County,"Graham County, AZ",16140,0.87870002
13001,Appling County,"Appling County, GA",10614,0.87900001
19171,Tama County,"Tama County, IA",9854,0.87900001
20089,Jewell County,"Jewell County, KS",2951,0.87900001
42093,Montour County,"Montour County, PA",9931,0.87900001
48071,Chambers County,"Chambers County, TX",22473,0.87900001
4025,Yavapai County,"Yavapai County, AZ",144310,0.87919998
13219,Oconee County,"Oconee County, GA",17816,0.87919998
42087,Mifflin County,"Mifflin County, PA",24759,0.87919998
48221,Hood County,"Hood County, TX",36323,0.87919998
13251,Screven County,"Screven County, GA",7929,0.8793
35017,Grant County,"Grant County, NM",17286,0.8793
17193,White County,"White County, IL",9586,0.87949997
51137,Orange County,"Orange County, VA",18388,0.87970001
37087,Haywood County,"Haywood County, NC",38949,0.87980002
28017,Chickasaw County,"Chickasaw County, MS",9720,0.87989998
18093,Lawrence County,"Lawrence County, IN",25090,0.88
48165,Gaines County,"Gaines County, TX",11448,0.88
48433,Stonewall County,"Stonewall County, TX",1533,0.88
48207,Haskell County,"Haskell County, TX",4806,0.88010001
17027,Clinton County,"Clinton County, IL",18954,0.88020003
48341,Moore County,"Moore County, TX",10187,0.88029999
48293,Limestone County,"Limestone County, TX",14266,0.88050002
